,end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
7136,00:06:26,4,Smoothing Methods Part - 2,3.5,this would be plugged into this part.,00:06:23,7,would plugged part
7137,00:06:31,4,Smoothing Methods Part - 2,3.5,As a result what we get is the following function here and,00:06:26,7,As result get following function
7138,00:06:35,4,Smoothing Methods Part - 2,3.5,this is again a sum over all the match query words.,00:06:31,7,sum match query words
7139,00:06:40,4,Smoothing Methods Part - 2,3.5,"And we're against the queer, the query, time frequency here.",00:06:36,7,And queer query time frequency
7140,00:06:45,4,Smoothing Methods Part - 2,3.5,"And you can interpret this as the element of a document vector,",00:06:41,7,And interpret element document vector
7141,00:06:48,4,Smoothing Methods Part - 2,3.5,"but this is no longer a single dot product, right?",00:06:45,7,longer single dot product right
7142,00:06:55,4,Smoothing Methods Part - 2,3.5,"Because we have this part, I know that n is the name of the query,",00:06:50,7,Because part I know n name query
7143,00:06:57,4,Smoothing Methods Part - 2,3.5,right?,00:06:55,7,right
7144,00:07:01,4,Smoothing Methods Part - 2,3.5,"So that just means if we score this function,",00:06:57,7,So means score function
7145,00:07:05,4,Smoothing Methods Part - 2,3.5,"we have to take a sum over all the query words, and",00:07:01,7,take sum query words
7146,00:07:09,4,Smoothing Methods Part - 2,3.5,then do some adjustment of the score based on the document.,00:07:05,7,adjustment score based document
7147,00:07:15,4,Smoothing Methods Part - 2,3.5,"But it's still, it's still clear that it does documents lens",00:07:11,7,But still still clear documents lens
7148,00:07:19,4,Smoothing Methods Part - 2,3.5,modulation because this lens is in the denominator so,00:07:15,7,modulation lens denominator
7149,00:07:23,4,Smoothing Methods Part - 2,3.5,a longer document will have a lower weight here.,00:07:19,7,longer document lower weight
7150,00:07:27,4,Smoothing Methods Part - 2,3.5,And we can also see it has tf here and now idf.,00:07:23,7,And also see tf idf
7151,00:07:32,4,Smoothing Methods Part - 2,3.5,Only that this time the form of the formula is different from the previous one,00:07:27,7,Only time form formula different previous one
7152,00:07:34,4,Smoothing Methods Part - 2,3.5,in JMs one.,00:07:32,7,JMs one
7153,00:07:39,4,Smoothing Methods Part - 2,3.5,"But intuitively it still implements TFIDF waiting and document lens rendition again,",00:07:34,7,But intuitively still implements TFIDF waiting document lens rendition
7154,00:07:44,4,Smoothing Methods Part - 2,3.5,the form of the function is dictated by the probabilistic reasoning and,00:07:39,7,form function dictated probabilistic reasoning
7155,00:07:45,4,Smoothing Methods Part - 2,3.5,assumptions that we have made.,00:07:44,7,assumptions made
7156,00:07:50,4,Smoothing Methods Part - 2,3.5,Now there are also disadvantages of this approach.,00:07:45,7,Now also disadvantages approach
7157,00:07:53,4,Smoothing Methods Part - 2,3.5,"And that is, there's no guarantee that there's such a form",00:07:50,7,And guarantee form
7158,00:07:55,4,Smoothing Methods Part - 2,3.5,of the formula will actually work well.,00:07:53,7,formula actually work well
7159,00:08:01,4,Smoothing Methods Part - 2,3.5,"So if we look about at this geo function, all those TF-IDF waiting and document lens",00:07:55,7,So look geo function TF IDF waiting document lens
7160,00:08:06,4,Smoothing Methods Part - 2,3.5,rendition for example it's unclear whether we have sub-linear transformation.,00:08:01,7,rendition example unclear whether sub linear transformation
7161,00:08:13,4,Smoothing Methods Part - 2,3.5,Unfortunately we can see here there is a logarithm function here.,00:08:06,7,Unfortunately see logarithm function
7162,00:08:17,4,Smoothing Methods Part - 2,3.5,"So we do have also the, so it's here right?",00:08:13,7,So also right
7163,00:08:20,4,Smoothing Methods Part - 2,3.5,"So we do have the sublinear transformation, but",00:08:17,7,So sublinear transformation
7164,00:08:23,4,Smoothing Methods Part - 2,3.5,we do not intentionally do that.,00:08:20,7,intentionally
7165,00:08:27,4,Smoothing Methods Part - 2,3.5,"That means there's no guarantee that we will end up in this, in this way.",00:08:23,7,That means guarantee end way
7166,00:08:31,4,Smoothing Methods Part - 2,3.5,"Suppose we don't have logarithm, then there's no sub-linear transformation.",00:08:27,7,Suppose logarithm sub linear transformation
7167,00:08:35,4,Smoothing Methods Part - 2,3.5,"As we discussed before, perhaps the formula is not going to work so well.",00:08:31,7,As discussed perhaps formula going work well
7168,00:08:40,4,Smoothing Methods Part - 2,3.5,So that's an example of the gap between a formal model like this and,00:08:35,7,So example gap formal model like
7169,00:08:43,4,Smoothing Methods Part - 2,3.5,"the relevance that we have to model,",00:08:40,7,relevance model
7170,00:08:48,4,Smoothing Methods Part - 2,3.5,which is really a subject motion that is tied to users.,00:08:43,7,really subject motion tied users
7171,00:08:53,4,Smoothing Methods Part - 2,3.5,So it doesn't mean we cannot fix this.,00:08:50,7,So mean cannot fix
7172,00:08:57,4,Smoothing Methods Part - 2,3.5,"For example, imagine if we did not have this logarithm, right?",00:08:53,7,For example imagine logarithm right
7173,00:08:59,4,Smoothing Methods Part - 2,3.5,"So we can take a risk and we're going to add one,",00:08:57,7,So take risk going add one
7174,00:09:01,4,Smoothing Methods Part - 2,3.5,or we can even add double logarithm.,00:08:59,7,even add double logarithm
7175,00:09:06,4,Smoothing Methods Part - 2,3.5,"But then, it would mean that the function is no longer a proper risk model.",00:09:01,7,But would mean function longer proper risk model
7176,00:09:10,4,Smoothing Methods Part - 2,3.5,So the consequence of the modification is no,00:09:06,7,So consequence modification
7177,00:09:14,4,Smoothing Methods Part - 2,3.5,longer as predictable as what we have been doing now.,00:09:10,7,longer predictable
7178,00:09:21,4,Smoothing Methods Part - 2,3.5,"So, that's also why, for example, PM45 remains very competitive and",00:09:15,7,So also example PM45 remains competitive
7179,00:09:26,4,Smoothing Methods Part - 2,3.5,"still, open channel how to use public risk models as they arrive,",00:09:21,7,still open channel use public risk models arrive
7180,00:09:28,4,Smoothing Methods Part - 2,3.5,better model than the PM25.,00:09:26,7,better model PM25
7181,00:09:34,4,Smoothing Methods Part - 2,3.5,In particular how do we use query like how to derive a model and,00:09:30,7,In particular use query like derive model
7182,00:09:37,4,Smoothing Methods Part - 2,3.5,that would work consistently better than DM 25.,00:09:34,7,would work consistently better DM 25
7183,00:09:39,4,Smoothing Methods Part - 2,3.5,Currently we still cannot do that.,00:09:37,7,Currently still cannot
7184,00:09:41,4,Smoothing Methods Part - 2,3.5,Still interesting open question.,00:09:40,7,Still interesting open question
7185,00:09:46,4,Smoothing Methods Part - 2,3.5,"So to summarize this part, we've talked about the two smoothing methods.",00:09:43,7,So summarize part talked two smoothing methods
7186,00:09:52,4,Smoothing Methods Part - 2,3.5,Jelinek-Mercer which is doing the fixed coefficient linear interpolation.,00:09:46,7,Jelinek Mercer fixed coefficient linear interpolation
7187,00:09:58,4,Smoothing Methods Part - 2,3.5,Dirichlet Prior this is what add a pseudo counts to every word and is doing adaptive,00:09:52,7,Dirichlet Prior add pseudo counts every word adaptive
7188,00:10:04,4,Smoothing Methods Part - 2,3.5,interpolation in that the coefficient would be larger for shorter documents.,00:09:58,7,interpolation coefficient would larger shorter documents
7189,00:10:10,4,Smoothing Methods Part - 2,3.5,"In most cases we can see, by using these smoothing methods, we will be able to",00:10:05,7,In cases see using smoothing methods able
7190,00:10:16,4,Smoothing Methods Part - 2,3.5,reach a retrieval function where the assumptions are clearly articulate.,00:10:10,7,reach retrieval function assumptions clearly articulate
7191,00:10:17,4,Smoothing Methods Part - 2,3.5,So they are less heuristic.,00:10:16,7,So less heuristic
7192,00:10:23,4,Smoothing Methods Part - 2,3.5,"Explaining the results also show that these, retrieval functions.",00:10:19,7,Explaining results also show retrieval functions
7193,00:10:31,4,Smoothing Methods Part - 2,3.5,Also are very effective and they are comparable to BM 25 or pm lens adultation.,00:10:23,7,Also effective comparable BM 25 pm lens adultation
7194,00:10:36,4,Smoothing Methods Part - 2,3.5,So this is a major advantage of probably smaller,00:10:31,7,So major advantage probably smaller
7195,00:10:39,4,Smoothing Methods Part - 2,3.5,where we don't have to do a lot of heuristic design.,00:10:36,7,lot heuristic design
7196,00:10:44,4,Smoothing Methods Part - 2,3.5,Yet in the end that we naturally implemented TF-IDF weighting and,00:10:40,7,Yet end naturally implemented TF IDF weighting
7197,00:10:45,4,Smoothing Methods Part - 2,3.5,doc length normalization.,00:10:44,7,doc length normalization
7198,00:10:51,4,Smoothing Methods Part - 2,3.5,Each of these functions also has precise ones smoothing parameter.,00:10:46,7,Each functions also precise ones smoothing parameter
7199,00:10:54,4,Smoothing Methods Part - 2,3.5,In this case of course we still need to set this smoothing parameter.,00:10:51,7,In case course still need set smoothing parameter
7200,00:10:58,4,Smoothing Methods Part - 2,3.5,There are also methods that can be used to estimate these parameters.,00:10:54,7,There also methods used estimate parameters
7201,00:11:04,4,Smoothing Methods Part - 2,3.5,"So overall, this shows by using a probabilistic model,",00:10:59,7,So overall shows using probabilistic model
7202,00:11:08,4,Smoothing Methods Part - 2,3.5,we follow very different strategies then the vector space model.,00:11:04,7,follow different strategies vector space model
7203,00:11:12,4,Smoothing Methods Part - 2,3.5,"Yet, in the end, we end up uh,with some retrievable functions that",00:11:08,7,Yet end end uh retrievable functions
7204,00:11:15,4,Smoothing Methods Part - 2,3.5,look very similar to the vector space model.,00:11:12,7,look similar vector space model
7205,00:11:21,4,Smoothing Methods Part - 2,3.5,With some advantages in having assumptions clearly stated.,00:11:15,7,With advantages assumptions clearly stated
7206,00:11:24,4,Smoothing Methods Part - 2,3.5,"And then, the form dictated by a probabilistic model.",00:11:21,7,And form dictated probabilistic model
7207,00:11:29,4,Smoothing Methods Part - 2,3.5,"Now, this also concludes our discussion of the query likelihood probabilistic model.",00:11:24,7,Now also concludes discussion query likelihood probabilistic model
7208,00:11:34,4,Smoothing Methods Part - 2,3.5,And let's recall what assumptions we have made,00:11:29,7,And let recall assumptions made
7209,00:11:39,4,Smoothing Methods Part - 2,3.5,in order to derive the functions that we have seen in this lecture.,00:11:34,7,order derive functions seen lecture
7210,00:11:42,4,Smoothing Methods Part - 2,3.5,Well we basically have made four assumptions that I listed here.,00:11:39,7,Well basically made four assumptions I listed
7211,00:11:48,4,Smoothing Methods Part - 2,3.5,The first assumption is that the relevance can be modeled by the query likelihood.,00:11:42,7,The first assumption relevance modeled query likelihood
7212,00:11:53,4,Smoothing Methods Part - 2,3.5,"And the second assumption with med is, are query words are generated independently",00:11:49,7,And second assumption med query words generated independently
7213,00:11:57,4,Smoothing Methods Part - 2,3.5,that allows us to decompose the probability of the whole query,00:11:53,7,allows us decompose probability whole query
7214,00:12:01,4,Smoothing Methods Part - 2,3.5,into a product of probabilities of old words in the query.,00:11:57,7,product probabilities old words query
7215,00:12:07,4,Smoothing Methods Part - 2,3.5,"And then, the third assumption that we have made is,",00:12:03,7,And third assumption made
7216,00:12:10,4,Smoothing Methods Part - 2,3.5,"if a word is not seen, the document or in the late,",00:12:07,7,word seen document late
7217,00:12:14,4,Smoothing Methods Part - 2,3.5,its probability proportional to its probability in the collection.,00:12:10,7,probability proportional probability collection
7218,00:12:17,4,Smoothing Methods Part - 2,3.5,That's a smoothing with a collection ama model.,00:12:14,7,That smoothing collection ama model
7219,00:12:20,4,Smoothing Methods Part - 2,3.5,"And finally, we made one of these two assumptions about the smoothing.",00:12:17,7,And finally made one two assumptions smoothing
7220,00:12:24,4,Smoothing Methods Part - 2,3.5,So we either used JM smoothing or Dirichlet prior smoothing.,00:12:20,7,So either used JM smoothing Dirichlet prior smoothing
7221,00:12:28,4,Smoothing Methods Part - 2,3.5,If we make these four assumptions then we have no choice but,00:12:24,7,If make four assumptions choice
7222,00:12:33,4,Smoothing Methods Part - 2,3.5,to take the form of the retrieval function that we have seen earlier.,00:12:28,7,take form retrieval function seen earlier
7223,00:12:37,4,Smoothing Methods Part - 2,3.5,Fortunately the function has a nice property in that it implements TF-IDF,00:12:33,7,Fortunately function nice property implements TF IDF
7224,00:12:44,4,Smoothing Methods Part - 2,3.5,weighting and document machine and these functions also work very well.,00:12:37,7,weighting document machine functions also work well
7225,00:12:45,4,Smoothing Methods Part - 2,3.5,"So in that sense,",00:12:44,7,So sense
7226,00:12:48,4,Smoothing Methods Part - 2,3.5,these functions are less heuristic compared with the vector space model.,00:12:45,7,functions less heuristic compared vector space model
7227,00:12:54,4,Smoothing Methods Part - 2,3.5,"And there are many extensions of this, this basic model and",00:12:50,7,And many extensions basic model
7228,00:12:59,4,Smoothing Methods Part - 2,3.5,you can find the discussion of them in the reference at the end of this lecture.,00:12:54,7,find discussion reference end lecture
7229,00:00:06,3,Evaluation of TR Systems- Basic Measures,2.5,"[SOUND] This lecture is about the, the basic measures for",00:00:00,5,SOUND This lecture basic measures
7230,00:00:11,3,Evaluation of TR Systems- Basic Measures,2.5,evaluation of text original systems.,00:00:06,5,evaluation text original systems
7231,00:00:17,3,Evaluation of TR Systems- Basic Measures,2.5,"In this lecture, we're going to discuss how we design basic",00:00:11,5,In lecture going discuss design basic
7232,00:00:24,3,Evaluation of TR Systems- Basic Measures,2.5,"measures [SOUND] to quantitatively, compare two original [SOUND] systems.",00:00:17,5,measures SOUND quantitatively compare two original SOUND systems
7233,00:00:27,3,Evaluation of TR Systems- Basic Measures,2.5,"This is a slide that you have seen earlier in the lecture,",00:00:24,5,This slide seen earlier lecture
7234,00:00:32,3,Evaluation of TR Systems- Basic Measures,2.5,where we talk about the grand evaluation methodology.,00:00:27,5,talk grand evaluation methodology
7235,00:00:37,3,Evaluation of TR Systems- Basic Measures,2.5,"We can have a test collection that consists of queries, documents and",00:00:32,5,We test collection consists queries documents
7236,00:00:38,3,Evaluation of TR Systems- Basic Measures,2.5,relevance judgements.,00:00:37,5,relevance judgements
7237,00:00:44,3,Evaluation of TR Systems- Basic Measures,2.5,"We can then run two systems on these da, data sets to,",00:00:39,5,We run two systems da data sets
7238,00:00:49,3,Evaluation of TR Systems- Basic Measures,2.5,quantitatively evaluate your performance.,00:00:44,5,quantitatively evaluate performance
7239,00:00:52,3,Evaluation of TR Systems- Basic Measures,2.5,"And we raised to the question about,",00:00:49,5,And raised question
7240,00:00:57,3,Evaluation of TR Systems- Basic Measures,2.5,[SOUND] which settles results is better is System A better or System B better?,00:00:52,5,SOUND settles results better System A better System B better
7241,00:01:02,3,Evaluation of TR Systems- Basic Measures,2.5,[SOUND] So let's now talk about how to actually quantify their performance.,00:00:57,5,SOUND So let talk actually quantify performance
7242,00:01:04,3,Evaluation of TR Systems- Basic Measures,2.5,"Suppose we have a total of,",00:01:02,5,Suppose total
7243,00:01:09,3,Evaluation of TR Systems- Basic Measures,2.5,of 10 random documents in the current folder for this query.,00:01:04,5,10 random documents current folder query
7244,00:01:11,3,Evaluation of TR Systems- Basic Measures,2.5,"Now, the relevance judgements shown on the right,",00:01:09,5,Now relevance judgements shown right
7245,00:01:15,3,Evaluation of TR Systems- Basic Measures,2.5,did not include all the ten obviously.,00:01:12,5,include ten obviously
7246,00:01:20,3,Evaluation of TR Systems- Basic Measures,2.5,And we have only seen three rendered documents there but,00:01:15,5,And seen three rendered documents
7247,00:01:26,3,Evaluation of TR Systems- Basic Measures,2.5,we can imagine there are other random documents in judging for this query.,00:01:20,5,imagine random documents judging query
7248,00:01:30,3,Evaluation of TR Systems- Basic Measures,2.5,"So now, intuitively we thought that",00:01:26,5,So intuitively thought
7249,00:01:35,3,Evaluation of TR Systems- Basic Measures,2.5,System A is better because it did not have much noise.,00:01:30,5,System A better much noise
7250,00:01:41,3,Evaluation of TR Systems- Basic Measures,2.5,"And in particular we have seen, amount of three results,",00:01:35,5,And particular seen amount three results
7251,00:01:45,3,Evaluation of TR Systems- Basic Measures,2.5,two of them are relevant but in System B we,00:01:41,5,two relevant System B
7252,00:01:51,3,Evaluation of TR Systems- Basic Measures,2.5,have five results and only three of them are relevant.,00:01:46,5,five results three relevant
7253,00:01:56,3,Evaluation of TR Systems- Basic Measures,2.5,"So intuitively, it looks like System A is more accurate.",00:01:52,5,So intuitively looks like System A accurate
7254,00:02:00,3,Evaluation of TR Systems- Basic Measures,2.5,And this can be captured by a matching order precision.,00:01:56,5,And captured matching order precision
7255,00:02:05,3,Evaluation of TR Systems- Basic Measures,2.5,Where we simply compute to what extent all the retrieval results are relevant.,00:02:00,5,Where simply compute extent retrieval results relevant
7256,00:02:11,3,Evaluation of TR Systems- Basic Measures,2.5,If you have 100% precision that would mean all the retrieval documents are relevant.,00:02:05,5,If 100 precision would mean retrieval documents relevant
7257,00:02:16,3,Evaluation of TR Systems- Basic Measures,2.5,"So, in this case the system A has a Precision of two out of three.",00:02:11,5,So case system A Precision two three
7258,00:02:19,3,Evaluation of TR Systems- Basic Measures,2.5,System B as three over five.,00:02:16,5,System B three five
7259,00:02:24,3,Evaluation of TR Systems- Basic Measures,2.5,And this shows that System A is better by Precision.,00:02:19,5,And shows System A better Precision
7260,00:02:29,3,Evaluation of TR Systems- Basic Measures,2.5,But we also talked about System B might be preferred by,00:02:25,5,But also talked System B might preferred
7261,00:02:35,3,Evaluation of TR Systems- Basic Measures,2.5,some other users hold like to retrieve as many relevant documents as possible.,00:02:29,5,users hold like retrieve many relevant documents possible
7262,00:02:38,3,Evaluation of TR Systems- Basic Measures,2.5,"So, in that case we have to compare",00:02:35,5,So case compare
7263,00:02:39,3,Evaluation of TR Systems- Basic Measures,2.5,the number of relevant documents that retrieve.,00:02:38,5,number relevant documents retrieve
7264,00:02:42,3,Evaluation of TR Systems- Basic Measures,2.5,And there is an other measure called a Recall.,00:02:39,5,And measure called Recall
7265,00:02:47,3,Evaluation of TR Systems- Basic Measures,2.5,This measures the completeness of coverage of relevant documents,00:02:42,5,This measures completeness coverage relevant documents
7266,00:02:51,3,Evaluation of TR Systems- Basic Measures,2.5,in your retriever result.,00:02:47,5,retriever result
7267,00:02:57,3,Evaluation of TR Systems- Basic Measures,2.5,"So, we just assume that there are ten relevant documents in the collection.",00:02:51,5,So assume ten relevant documents collection
7268,00:03:04,3,Evaluation of TR Systems- Basic Measures,2.5,"And here we've got two of them in System A, so the recall is two out of ten.",00:02:57,5,And got two System A recall two ten
7269,00:03:07,3,Evaluation of TR Systems- Basic Measures,2.5,"Where as system B has got a three, so it's a three out of ten.",00:03:04,5,Where system B got three three ten
7270,00:03:12,3,Evaluation of TR Systems- Basic Measures,2.5,"Now ,we can see by recall System B is better and these two",00:03:08,5,Now see recall System B better two
7271,00:03:17,3,Evaluation of TR Systems- Basic Measures,2.5,measures turned out to be the very basic measures for evaluating search engine.,00:03:12,5,measures turned basic measures evaluating search engine
7272,00:03:22,3,Evaluation of TR Systems- Basic Measures,2.5,And they are very important because they are also widely used in many other,00:03:17,5,And important also widely used many
7273,00:03:24,3,Evaluation of TR Systems- Basic Measures,2.5,testing variation problems.,00:03:22,5,testing variation problems
7274,00:03:29,3,Evaluation of TR Systems- Basic Measures,2.5,"For example, if you look at the applications of machine learning you tend",00:03:24,5,For example look applications machine learning tend
7275,00:03:34,3,Evaluation of TR Systems- Basic Measures,2.5,to see precision recall numbers being reported for all kinds of tasks.,00:03:29,5,see precision recall numbers reported kinds tasks
7276,00:03:38,3,Evaluation of TR Systems- Basic Measures,2.5,"Okay, so now, let's define these two measures more precisely and",00:03:35,5,Okay let define two measures precisely
7277,00:03:43,3,Evaluation of TR Systems- Basic Measures,2.5,these measures are to evaluate a set of retrieval documents.,00:03:38,5,measures evaluate set retrieval documents
7278,00:03:46,3,Evaluation of TR Systems- Basic Measures,2.5,So that means we are considering that approximation,00:03:43,5,So means considering approximation
7279,00:03:48,3,Evaluation of TR Systems- Basic Measures,2.5,of a set of relevant documents.,00:03:46,5,set relevant documents
7280,00:03:53,3,Evaluation of TR Systems- Basic Measures,2.5,"We can distinguish it four cases, depending on the situation of a document.",00:03:50,5,We distinguish four cases depending situation document
7281,00:03:59,3,Evaluation of TR Systems- Basic Measures,2.5,"A document that can be retrieved or not retrieved, right?",00:03:53,5,A document retrieved retrieved right
7282,00:04:01,3,Evaluation of TR Systems- Basic Measures,2.5,Because we're talking about the set of result.,00:03:59,5,Because talking set result
7283,00:04:05,3,Evaluation of TR Systems- Basic Measures,2.5,The document can be also relevant or,00:04:02,5,The document also relevant
7284,00:04:10,3,Evaluation of TR Systems- Basic Measures,2.5,"not relevant, depending on whether the user thinks this is a useful document.",00:04:05,5,relevant depending whether user thinks useful document
7285,00:04:18,3,Evaluation of TR Systems- Basic Measures,2.5,"So, we can now have counts of documents in each of the four categories.",00:04:11,5,So counts documents four categories
7286,00:04:23,3,Evaluation of TR Systems- Basic Measures,2.5,We can have a to represent the number of documents that are retrieved and,00:04:18,5,We represent number documents retrieved
7287,00:04:30,3,Evaluation of TR Systems- Basic Measures,2.5,"relevant, b for documents that are not retrieved but relevant, etc.",00:04:23,5,relevant b documents retrieved relevant etc
7288,00:04:35,3,Evaluation of TR Systems- Basic Measures,2.5,"Now, with this table, then we have defined precision.",00:04:31,5,Now table defined precision
7289,00:04:42,3,Evaluation of TR Systems- Basic Measures,2.5,"As the, ratio of, the relevant",00:04:36,5,As ratio relevant
7290,00:04:47,3,Evaluation of TR Systems- Basic Measures,2.5,retriever documents A to the total number of retriever documents.,00:04:42,5,retriever documents A total number retriever documents
7291,00:04:53,3,Evaluation of TR Systems- Basic Measures,2.5,"So this is just you know, a divided by the sum of a and c.",00:04:48,5,So know divided sum c
7292,00:04:55,3,Evaluation of TR Systems- Basic Measures,2.5,The sum of this column.,00:04:53,5,The sum column
7293,00:05:04,3,Evaluation of TR Systems- Basic Measures,2.5,Signal recall is defined by dividing a by the sum of a and b.,00:04:56,5,Signal recall defined dividing sum b
7294,00:05:10,3,Evaluation of TR Systems- Basic Measures,2.5,"So that's, again, to divide a by the sum of the rule, instead of the column.",00:05:04,5,So divide sum rule instead column
7295,00:05:15,3,Evaluation of TR Systems- Basic Measures,2.5,"All right, so we going to see precision and recall is all focused on",00:05:10,5,All right going see precision recall focused
7296,00:05:19,3,Evaluation of TR Systems- Basic Measures,2.5,"looking at the a, that's the number of retrieval relevant documents, but",00:05:15,5,looking number retrieval relevant documents
7297,00:05:22,3,Evaluation of TR Systems- Basic Measures,2.5,we're going to use different denominators.,00:05:19,5,going use different denominators
7298,00:05:27,3,Evaluation of TR Systems- Basic Measures,2.5,"Okay, so what would be an ideal result?",00:05:23,5,Okay would ideal result
7299,00:05:32,3,Evaluation of TR Systems- Basic Measures,2.5,"Well, you can able to see in ideal case we have precision and recall, all",00:05:27,5,Well able see ideal case precision recall
7300,00:05:40,3,Evaluation of TR Systems- Basic Measures,2.5,to be 1.0 that means we have got 1% of all the random documents in our results.,00:05:34,5,1 0 means got 1 random documents results
7301,00:05:44,3,Evaluation of TR Systems- Basic Measures,2.5,And all the results that we return are relevant.,00:05:40,5,And results return relevant
7302,00:05:47,3,Evaluation of TR Systems- Basic Measures,2.5,[INAUDIBLE] There's no single not relevant document returned.,00:05:44,5,INAUDIBLE There single relevant document returned
7303,00:05:54,3,Evaluation of TR Systems- Basic Measures,2.5,"The reality however, high recall tends to be associated with low precision And",00:05:48,5,The reality however high recall tends associated low precision And
7304,00:05:56,3,Evaluation of TR Systems- Basic Measures,2.5,you can imagine why that is the case.,00:05:54,5,imagine case
7305,00:06:00,3,Evaluation of TR Systems- Basic Measures,2.5,As you go down the distant to try to get as many relevant actions as possible.,00:05:56,5,As go distant try get many relevant actions possible
7306,00:06:06,3,Evaluation of TR Systems- Basic Measures,2.5,"You tend to in time a lot of non relevant documents, so the precision goes down.",00:06:00,5,You tend time lot non relevant documents precision goes
7307,00:06:13,3,Evaluation of TR Systems- Basic Measures,2.5,"Look at this set, can also be defined by a cutoff in a ranked list.",00:06:06,5,Look set also defined cutoff ranked list
7308,00:06:16,3,Evaluation of TR Systems- Basic Measures,2.5,"That's why, although these two measures are defined for a set of retrieved",00:06:13,5,That although two measures defined set retrieved
7309,00:06:19,3,Evaluation of TR Systems- Basic Measures,2.5,"documents, they are actually very useful for evaluating a ranked list.",00:06:16,5,documents actually useful evaluating ranked list
7310,00:06:24,3,Evaluation of TR Systems- Basic Measures,2.5,They are the fundamental measures in tension retrieval and many other tasks.,00:06:19,5,They fundamental measures tension retrieval many tasks
7311,00:06:28,3,Evaluation of TR Systems- Basic Measures,2.5,We often are interested in to the precision up to ten documents for,00:06:24,5,We often interested precision ten documents
7312,00:06:30,3,Evaluation of TR Systems- Basic Measures,2.5,web search.,00:06:28,5,web search
7313,00:06:31,3,Evaluation of TR Systems- Basic Measures,2.5,"This means we look at the,",00:06:30,5,This means look
7314,00:06:36,3,Evaluation of TR Systems- Basic Measures,2.5,how many documents among the top results are actually relevant.,00:06:31,5,many documents among top results actually relevant
7315,00:06:38,3,Evaluation of TR Systems- Basic Measures,2.5,"Now, this is a very meaningful measure,",00:06:36,5,Now meaningful measure
7316,00:06:43,3,Evaluation of TR Systems- Basic Measures,2.5,because it tells us how many relevant documents a user can expect to see.,00:06:38,5,tells us many relevant documents user expect see
7317,00:06:47,3,Evaluation of TR Systems- Basic Measures,2.5,"On the first page of search results, where they typically show ten results.",00:06:43,5,On first page search results typically show ten results
7318,00:06:54,3,Evaluation of TR Systems- Basic Measures,2.5,"So, precision and recall are, the basic measures and",00:06:50,5,So precision recall basic measures
7319,00:06:59,3,Evaluation of TR Systems- Basic Measures,2.5,we need to use them to further evaluate a search engine but,00:06:54,5,need use evaluate search engine
7320,00:07:02,3,Evaluation of TR Systems- Basic Measures,2.5,they are the building blocks really.,00:06:59,5,building blocks really
7321,00:07:07,3,Evaluation of TR Systems- Basic Measures,2.5,We just to say that there tends to be a trade off between precision and recall.,00:07:03,5,We say tends trade precision recall
7322,00:07:10,3,Evaluation of TR Systems- Basic Measures,2.5,"So, naturally it would be interesting to [SOUND] combine them and",00:07:07,5,So naturally would interesting SOUND combine
7323,00:07:14,3,Evaluation of TR Systems- Basic Measures,2.5,"here's one measure that's often used, called f measure.",00:07:10,5,one measure often used called f measure
7324,00:07:21,3,Evaluation of TR Systems- Basic Measures,2.5,"And it's harmonic mean of precision and recall, it's defined on this slide.",00:07:14,5,And harmonic mean precision recall defined slide
7325,00:07:26,3,Evaluation of TR Systems- Basic Measures,2.5,"So you can see it first computed,",00:07:21,5,So see first computed
7326,00:07:31,3,Evaluation of TR Systems- Basic Measures,2.5,inverse of R and P here and then it would be,00:07:26,5,inverse R P would
7327,00:07:38,3,Evaluation of TR Systems- Basic Measures,2.5,"interpreted to by using a co, coefficients.",00:07:31,5,interpreted using co coefficients
7328,00:07:41,3,Evaluation of TR Systems- Basic Measures,2.5,Depending on the parameter Beta and,00:07:38,5,Depending parameter Beta
7329,00:07:47,3,Evaluation of TR Systems- Basic Measures,2.5,after some transformation we can easily see it would be of this form.,00:07:41,5,transformation easily see would form
7330,00:07:52,3,Evaluation of TR Systems- Basic Measures,2.5,And in many cases it's just a combination of precision and recall.,00:07:49,5,And many cases combination precision recall
7331,00:07:57,3,Evaluation of TR Systems- Basic Measures,2.5,"And, and Beta is a parameter that's often set to one.",00:07:53,5,And Beta parameter often set one
7332,00:08:00,3,Evaluation of TR Systems- Basic Measures,2.5,It can control the emphasis on precision or recall.,00:07:57,5,It control emphasis precision recall
7333,00:08:02,3,Evaluation of TR Systems- Basic Measures,2.5,"When we set,",00:08:00,5,When set
7334,00:08:08,3,Evaluation of TR Systems- Basic Measures,2.5,"beta to one we end up by having a special case of F measure, often called F1.",00:08:02,5,beta one end special case F measure often called F1
7335,00:08:13,3,Evaluation of TR Systems- Basic Measures,2.5,"This is a popular measure, that is often used as a combined precision and recall.",00:08:08,5,This popular measure often used combined precision recall
7336,00:08:18,3,Evaluation of TR Systems- Basic Measures,2.5,"And the formula looks very simple it's just this, here.",00:08:13,5,And formula looks simple
7337,00:08:24,3,Evaluation of TR Systems- Basic Measures,2.5,"Now it's easy to see that if you have, a larger precision or",00:08:21,5,Now easy see larger precision
7338,00:08:28,3,Evaluation of TR Systems- Basic Measures,2.5,larger recall than F measure would be high.,00:08:24,5,larger recall F measure would high
